date,crop,price_per_quintal,mandi,state
2026-03-05,Wheat,3220.0,Delhi,Delhi
2026-03-06,Wheat,3220.0,Delhi,Delhi
2026-03-07,Wheat,3182.89,Delhi,Delhi
2026-03-08,Wheat,3203.92,Delhi,Delhi
2026-03-09,Wheat,3188.0,Delhi,Delhi
2026-03-10,Wheat,3210.14,Delhi,Delhi
2026-03-11,Wheat,3167.15,Delhi,Delhi
2026-03-12,Wheat,3135.72,Delhi,Delhi
2026-03-13,Wheat,3175.01,Delhi,Delhi
2026-03-14,Wheat,3148.98,Delhi,Delhi
2026-03-15,Wheat,3186.5,Delhi,Delhi
2026-03-16,Wheat,3165.85,Delhi,Delhi
2026-03-17,Wheat,3183.3,Delhi,Delhi
2026-03-18,Wheat,3206.22,Delhi,Delhi
2026-03-19,Wheat,3210.12,Delhi,Delhi
2026-03-20,Wheat,3192.08,Delhi,Delhi
2026-03-21,Wheat,3164.38,Delhi,Delhi
2026-03-22,Wheat,3118.19,Delhi,Delhi
2026-03-23,Wheat,3100.52,Delhi,Delhi
2026-03-24,Wheat,3118.66,Delhi,Delhi
2026-03-25,Wheat,3166.23,Delhi,Delhi
2026-03-26,Wheat,3207.52,Delhi,Delhi
2026-03-27,Wheat,3220.0,Delhi,Delhi
2026-03-28,Wheat,3220.0,Delhi,Delhi
2026-03-29,Wheat,3220.0,Delhi,Delhi
2023-03-31,Maize,1604.65,Delhi,Delhi
2023-04-01,Maize,1628.62,Delhi,Delhi
2023-04-02,Maize,1640.24,Delhi,Delhi
2023-04-03,Maize,1645.97,Delhi,Delhi
2023-04-04,Maize,1627.31,Delhi,Delhi
2023-04-05,Maize,1626.9,Delhi,Delhi
2023-04-06,Maize,1627.22,Delhi,Delhi
2023-04-07,Maize,1649.23,Delhi,Delhi
2023-04-08,Maize,1654.25,Delhi,Delhi
2023-04-09,Maize,1650.2,Delhi,Delhi
2023-04-10,Maize,1678.64,Delhi,Delhi
2023-04-11,Maize,1659.59,Delhi,Delhi
2023-04-12,Maize,1657.84,Delhi,Delhi
2023-04-13,Maize,1635.27,Delhi,Delhi
2023-04-14,Maize,1650.67,Delhi,Delhi
2023-04-15,Maize,1675.92,Delhi,Delhi
2023-04-16,Maize,1666.27,Delhi,Delhi
2023-04-17,Maize,1688.47,Delhi,Delhi
2023-04-18,Maize,1679.43,Delhi,Delhi
2023-04-19,Maize,1704.71,Delhi,Delhi
2023-04-20,Maize,1721.56,Delhi,Delhi
2023-04-21,Maize,1741.46,Delhi,Delhi
2023-04-22,Maize,1716.37,Delhi,Delhi
2023-04-23,Maize,1745.16,Delhi,Delhi
2023-04-24,Maize,1760.83,Delhi,Delhi
2023-04-25,Maize,1752.13,Delhi,Delhi
2023-04-26,Maize,1773.8,Delhi,Delhi
2023-04-27,Maize,1763.67,Delhi,Delhi
2023-04-28,Maize,1788.02,Delhi,Delhi
2023-04-29,Maize,1767.84,Delhi,Delhi
2023-04-30,Maize,1782.37,Delhi,Delhi
2023-05-01,Maize,1787.44,Delhi,Delhi
2023-05-02,Maize,1766.32,Delhi,Delhi
2023-05-03,Maize,1753.93,Delhi,Delhi
2023-05-04,Maize,1728.34,Delhi,Delhi
2023-05-05,Maize,1729.15,Delhi,Delhi
2023-05-06,Maize,1720.4,Delhi,Delhi
2023-05-07,Maize,1728.57,Delhi,Delhi
2023-05-08,Maize,1719.59,Delhi,Delhi
2023-05-09,Maize,1710.82,Delhi,Delhi
2023-05-10,Maize,1727.11,Delhi,Delhi
2023-05-11,Maize,1703.95,Delhi,Delhi
2023-05-12,Maize,1729.16,Delhi,Delhi
2023-05-13,Maize,1751.86,Delhi,Delhi
2023-05-14,Maize,1764.19,Delhi,Delhi
2023-05-15,Maize,1772.26,Delhi,Delhi
2023-05-16,Maize,1797.86,Delhi,Delhi
2023-05-17,Maize,1781.89,Delhi,Delhi
2023-05-18,Maize,1759.8,Delhi,Delhi
2023-05-19,Maize,1747.32,Delhi,Delhi
2023-05-20,Maize,1766.92,Delhi,Delhi
2023-05-21,Maize,1742.44,Delhi,Delhi
2023-05-22,Maize,1749.82,Delhi,Delhi
2023-05-23,Maize,1781.05,Delhi,Delhi
2023-05-24,Maize,1804.63,Delhi,Delhi
2023-05-25,Maize,1808.61,Delhi,Delhi
2023-05-26,Maize,1785.28,Delhi,Delhi
2023-05-27,Maize,1807.48,Delhi,Delhi
2023-05-28,Maize,1816.09,Delhi,Delhi
2023-05-29,Maize,1795.74,Delhi,Delhi
2023-05-30,Maize,1774.37,Delhi,Delhi
2023-05-31,Maize,1801.01,Delhi,Delhi
2023-06-01,Maize,1813.77,Delhi,Delhi
2023-06-02,Maize,1836.2,Delhi,Delhi
2023-06-03,Maize,1861.92,Delhi,Delhi
2023-06-04,Maize,1869.12,Delhi,Delhi
2023-06-05,Maize,1873.0,Delhi,Delhi
2023-06-06,Maize,1871.51,Delhi,Delhi
2023-06-07,Maize,1863.01,Delhi,Delhi
2023-06-08,Maize,1861.79,Delhi,Delhi
2023-06-09,Maize,1881.41,Delhi,Delhi
2023-06-10,Maize,1890.56,Delhi,Delhi
2023-06-11,Maize,1917.88,Delhi,Delhi
2023-06-12,Maize,1917.18,Delhi,Delhi
2023-06-13,Maize,1926.83,Delhi,Delhi
2023-06-14,Maize,1938.07,Delhi,Delhi
2023-06-15,Maize,1946.84,Delhi,Delhi
2023-06-16,Maize,1962.78,Delhi,Delhi
2023-06-17,Maize,1948.71,Delhi,Delhi
2023-06-18,Maize,1952.43,Delhi,Delhi
2023-06-19,Maize,1929.86,Delhi,Delhi
2023-06-20,Maize,1925.4,Delhi,Delhi
2023-06-21,Maize,1927.5,Delhi,Delhi
2023-06-22,Maize,1940.08,Delhi,Delhi
2023-06-23,Maize,1971.83,Delhi,Delhi
2023-06-24,Maize,1981.34,Delhi,Delhi
2023-06-25,Maize,2000.24,Delhi,Delhi
2023-06-26,Maize,2003.65,Delhi,Delhi
2023-06-27,Maize,2015.53,Delhi,Delhi
2023-06-28,Maize,1990.01,Delhi,Delhi
2023-06-29,Maize,1976.87,Delhi,Delhi
2023-06-30,Maize,1970.82,Delhi,Delhi
2023-07-01,Maize,1971.99,Delhi,Delhi
2023-07-02,Maize,1945.38,Delhi,Delhi
2023-07-03,Maize,1925.19,Delhi,Delhi
2023-07-04,Maize,1913.89,Delhi,Delhi
2023-07-05,Maize,1946.55,Delhi,Delhi
2023-07-06,Maize,1938.63,Delhi,Delhi
2023-07-07,Maize,1940.39,Delhi,Delhi
2023-07-08,Maize,1923.84,Delhi,Delhi
2023-07-09,Maize,1933.76,Delhi,Delhi
2023-07-10,Maize,1922.67,Delhi,Delhi
2023-07-11,Maize,1906.96,Delhi,Delhi
2023-07-12,Maize,1910.86,Delhi,Delhi
2023-07-13,Maize,1882.55,Delhi,Delhi
2023-07-14,Maize,1854.79,Delhi,Delhi
2023-07-15,Maize,1840.37,Delhi,Delhi
2023-07-16,Maize,1815.0,Delhi,Delhi
2023-07-17,Maize,1794.24,Delhi,Delhi
2023-07-18,Maize,1787.39,Delhi,Delhi
2023-07-19,Maize,1807.92,Delhi,Delhi
2023-07-20,Maize,1814.93,Delhi,Delhi
2023-07-21,Maize,1818.41,Delhi,Delhi
2023-07-22,Maize,1808.75,Delhi,Delhi
2023-07-23,Maize,1837.23,Delhi,Delhi
2023-07-24,Maize,1833.74,Delhi,Delhi
2023-07-25,Maize,1811.51,Delhi,Delhi
2023-07-26,Maize,1821.22,Delhi,Delhi
2023-07-27,Maize,1800.75,Delhi,Delhi
2023-07-28,Maize,1794.25,Delhi,Delhi
2023-07-29,Maize,1797.38,Delhi,Delhi
2023-07-30,Maize,1822.27,Delhi,Delhi
2023-07-31,Maize,1824.62,Delhi,Delhi
2023-08-01,Maize,1839.53,Delhi,Delhi
2023-08-02,Maize,1872.21,Delhi,Delhi
2023-08-03,Maize,1852.25,Delhi,Delhi
2023-08-04,Maize,1841.26,Delhi,Delhi
2023-08-05,Maize,1837.62,Delhi,Delhi
2023-08-06,Maize,1835.63,Delhi,Delhi
2023-08-07,Maize,1833.0,Delhi,Delhi
2023-08-08,Maize,1860.4,Delhi,Delhi
2023-08-09,Maize,1876.33,Delhi,Delhi
2023-08-10,Maize,1885.83,Delhi,Delhi
2023-08-11,Maize,1876.79,Delhi,Delhi
2023-08-12,Maize,1899.66,Delhi,Delhi
2023-08-13,Maize,1931.04,Delhi,Delhi
2023-08-14,Maize,1954.4,Delhi,Delhi
2023-08-15,Maize,1925.19,Delhi,Delhi
2023-08-16,Maize,1936.74,Delhi,Delhi
2023-08-17,Maize,1910.96,Delhi,Delhi
2023-08-18,Maize,1898.54,Delhi,Delhi
2023-08-19,Maize,1873.79,Delhi,Delhi
2023-08-20,Maize,1883.02,Delhi,Delhi
2023-08-21,Maize,1897.44,Delhi,Delhi
2023-08-22,Maize,1876.15,Delhi,Delhi
2023-08-23,Maize,1871.77,Delhi,Delhi
2023-08-24,Maize,1871.87,Delhi,Delhi
2023-08-25,Maize,1866.59,Delhi,Delhi
2023-08-26,Maize,1846.05,Delhi,Delhi
2023-08-27,Maize,1843.88,Delhi,Delhi
2023-08-28,Maize,1861.93,Delhi,Delhi
2023-08-29,Maize,1838.36,Delhi,Delhi
2023-08-30,Maize,1815.65,Delhi,Delhi
2023-08-31,Maize,1809.67,Delhi,Delhi
2023-09-01,Maize,1838.77,Delhi,Delhi
2023-09-02,Maize,1851.75,Delhi,Delhi
2023-09-03,Maize,1865.45,Delhi,Delhi
2023-09-04,Maize,1859.75,Delhi,Delhi
2023-09-05,Maize,1868.29,Delhi,Delhi
2023-09-06,Maize,1840.89,Delhi,Delhi
2023-09-07,Maize,1851.92,Delhi,Delhi
2023-09-08,Maize,1879.95,Delhi,Delhi
2023-09-09,Maize,1889.75,Delhi,Delhi
2023-09-10,Maize,1915.89,Delhi,Delhi
2023-09-11,Maize,1932.93,Delhi,Delhi
2023-09-12,Maize,1911.62,Delhi,Delhi
2023-09-13,Maize,1939.88,Delhi,Delhi
2023-09-14,Maize,1915.03,Delhi,Delhi
2023-09-15,Maize,1920.05,Delhi,Delhi
2023-09-16,Maize,1900.26,Delhi,Delhi
2023-09-17,Maize,1872.49,Delhi,Delhi
2023-09-18,Maize,1870.48,Delhi,Delhi
2023-09-19,Maize,1860.63,Delhi,Delhi
2023-09-20,Maize,1862.57,Delhi,Delhi
2023-09-21,Maize,1870.11,Delhi,Delhi
2023-09-22,Maize,1844.75,Delhi,Delhi
2023-09-23,Maize,1824.57,Delhi,Delhi
2023-09-24,Maize,1830.84,Delhi,Delhi
2023-09-25,Maize,1824.11,Delhi,Delhi
2023-09-26,Maize,1840.64,Delhi,Delhi
2023-09-27,Maize,1852.65,Delhi,Delhi
2023-09-28,Maize,1876.56,Delhi,Delhi
2023-09-29,Maize,1891.29,Delhi,Delhi
2023-09-30,Maize,1889.76,Delhi,Delhi
2023-10-01,Maize,1903.38,Delhi,Delhi
2023-10-02,Maize,1892.13,Delhi,Delhi
2023-10-03,Maize,1882.87,Delhi,Delhi
2023-10-04,Maize,1903.65,Delhi,Delhi
2023-10-05,Maize,1903.14,Delhi,Delhi
2023-10-06,Maize,1924.73,Delhi,Delhi
2023-10-07,Maize,1948.1,Delhi,Delhi
2023-10-08,Maize,1974.01,Delhi,Delhi
2023-10-09,Maize,2004.11,Delhi,Delhi
2023-10-10,Maize,2002.55,Delhi,Delhi
2023-10-11,Maize,1993.59,Delhi,Delhi
2023-10-12,Maize,2001.98,Delhi,Delhi
2023-10-13,Maize,1996.48,Delhi,Delhi
2023-10-14,Maize,2006.13,Delhi,Delhi
2023-10-15,Maize,2022.75,Delhi,Delhi
2023-10-16,Maize,2038.36,Delhi,Delhi
2023-10-17,Maize,2032.98,Delhi,Delhi
2023-10-18,Maize,2013.68,Delhi,Delhi
2023-10-19,Maize,2012.08,Delhi,Delhi
2023-10-20,Maize,1991.37,Delhi,Delhi
2023-10-21,Maize,2019.99,Delhi,Delhi
2023-10-22,Maize,2012.75,Delhi,Delhi
2023-10-23,Maize,1992.82,Delhi,Delhi
2023-10-24,Maize,1964.6,Delhi,Delhi
2023-10-25,Maize,1977.0,Delhi,Delhi
2023-10-26,Maize,1988.9,Delhi,Delhi
2023-10-27,Maize,1981.42,Delhi,Delhi
2023-10-28,Maize,1956.39,Delhi,Delhi
2023-10-29,Maize,1953.49,Delhi,Delhi
2023-10-30,Maize,1944.25,Delhi,Delhi
2023-10-31,Maize,1958.53,Delhi,Delhi
2023-11-01,Maize,1968.3,Delhi,Delhi
2023-11-02,Maize,1962.46,Delhi,Delhi
2023-11-03,Maize,1947.13,Delhi,Delhi
2023-11-04,Maize,1981.41,Delhi,Delhi
2023-11-05,Maize,1981.38,Delhi,Delhi
2023-11-06,Maize,1996.66,Delhi,Delhi
2023-11-07,Maize,1975.97,Delhi,Delhi
2023-11-08,Maize,1977.99,Delhi,Delhi
2023-11-09,Maize,1950.12,Delhi,Delhi
2023-11-10,Maize,1953.4,Delhi,Delhi
2023-11-11,Maize,1986.24,Delhi,Delhi
2023-11-12,Maize,1981.63,Delhi,Delhi
2023-11-13,Maize,1954.45,Delhi,Delhi
2023-11-14,Maize,1927.13,Delhi,Delhi
2023-11-15,Maize,1922.9,Delhi,Delhi
2023-11-16,Maize,1904.21,Delhi,Delhi
2023-11-17,Maize,1877.12,Delhi,Delhi
2023-11-18,Maize,1895.8,Delhi,Delhi
2023-11-19,Maize,1896.05,Delhi,Delhi
2023-11-20,Maize,1885.71,Delhi,Delhi
2023-11-21,Maize,1913.43,Delhi,Delhi
2023-11-22,Maize,1892.07,Delhi,Delhi
2023-11-23,Maize,1923.37,Delhi,Delhi
2023-11-24,Maize,1914.45,Delhi,Delhi
2023-11-25,Maize,1941.86,Delhi,Delhi
2023-11-26,Maize,1951.37,Delhi,Delhi
2023-11-27,Maize,1975.33,Delhi,Delhi
2023-11-28,Maize,2009.85,Delhi,Delhi
2023-11-29,Maize,1998.83,Delhi,Delhi
2023-11-30,Maize,2032.24,Delhi,Delhi
2023-12-01,Maize,2027.88,Delhi,Delhi
2023-12-02,Maize,2023.26,Delhi,Delhi
2023-12-03,Maize,2015.64,Delhi,Delhi
2023-12-04,Maize,2021.42,Delhi,Delhi
2023-12-05,Maize,2001.38,Delhi,Delhi
2023-12-06,Maize,2007.93,Delhi,Delhi
2023-12-07,Maize,2013.7,Delhi,Delhi
2023-12-08,Maize,2034.13,Delhi,Delhi
2023-12-09,Maize,2059.57,Delhi,Delhi
2023-12-10,Maize,2058.62,Delhi,Delhi
2023-12-11,Maize,2048.28,Delhi,Delhi
2023-12-12,Maize,2035.08,Delhi,Delhi
2023-12-13,Maize,2017.62,Delhi,Delhi
2023-12-14,Maize,1991.2,Delhi,Delhi
2023-12-15,Maize,1983.83,Delhi,Delhi
2023-12-16,Maize,1971.77,Delhi,Delhi
2023-12-17,Maize,2005.07,Delhi,Delhi
2023-12-18,Maize,2011.9,Delhi,Delhi
2023-12-19,Maize,2004.78,Delhi,Delhi
2023-12-20,Maize,2013.11,Delhi,Delhi
2023-12-21,Maize,1992.16,Delhi,Delhi
2023-12-22,Maize,1991.47,Delhi,Delhi
2023-12-23,Maize,2002.75,Delhi,Delhi
2023-12-24,Maize,2005.02,Delhi,Delhi
2023-12-25,Maize,2001.53,Delhi,Delhi
2023-12-26,Maize,2037.15,Delhi,Delhi
2023-12-27,Maize,2065.78,Delhi,Delhi
2023-12-28,Maize,2077.29,Delhi,Delhi
2023-12-29,Maize,2085.16,Delhi,Delhi
2023-12-30,Maize,2096.59,Delhi,Delhi
2023-12-31,Maize,2079.07,Delhi,Delhi
2024-01-01,Maize,2074.99,Delhi,Delhi
2024-01-02,Maize,2046.57,Delhi,Delhi
2024-01-03,Maize,2047.99,Delhi,Delhi
2024-01-04,Maize,2053.97,Delhi,Delhi
2024-01-05,Maize,2038.59,Delhi,Delhi
2024-01-06,Maize,2072.87,Delhi,Delhi
2024-01-07,Maize,2103.99,Delhi,Delhi
2024-01-08,Maize,2122.57,Delhi,Delhi
2024-01-09,Maize,2128.09,Delhi,Delhi
2024-01-10,Maize,2157.26,Delhi,Delhi
2024-01-11,Maize,2134.21,Delhi,Delhi
2024-01-12,Maize,2157.87,Delhi,Delhi
2024-01-13,Maize,2134.39,Delhi,Delhi
2024-01-14,Maize,2158.31,Delhi,Delhi
2024-01-15,Maize,2145.58,Delhi,Delhi
2024-01-16,Maize,2175.5,Delhi,Delhi
2024-01-17,Maize,2210.64,Delhi,Delhi
2024-01-18,Maize,2188.33,Delhi,Delhi
2024-01-19,Maize,2188.92,Delhi,Delhi
2024-01-20,Maize,2226.95,Delhi,Delhi
2024-01-21,Maize,2229.07,Delhi,Delhi
2024-01-22,Maize,2259.15,Delhi,Delhi
2024-01-23,Maize,2269.16,Delhi,Delhi
2024-01-24,Maize,2263.23,Delhi,Delhi
2024-01-25,Maize,2250.62,Delhi,Delhi
2024-01-26,Maize,2231.96,Delhi,Delhi
2024-01-27,Maize,2254.59,Delhi,Delhi
2024-01-28,Maize,2249.53,Delhi,Delhi
2024-01-29,Maize,2253.74,Delhi,Delhi
2024-01-30,Maize,2256.55,Delhi,Delhi
2024-01-31,Maize,2265.69,Delhi,Delhi
2024-02-01,Maize,2296.42,Delhi,Delhi
2024-02-02,Maize,2336.3,Delhi,Delhi
2024-02-03,Maize,2332.68,Delhi,Delhi
2024-02-04,Maize,2361.39,Delhi,Delhi
2024-02-05,Maize,2385.54,Delhi,Delhi
2024-02-06,Maize,2394.91,Delhi,Delhi
2024-02-07,Maize,2434.54,Delhi,Delhi
2024-02-08,Maize,2414.13,Delhi,Delhi
2024-02-09,Maize,2386.62,Delhi,Delhi
2024-02-10,Maize,2418.08,Delhi,Delhi
2024-02-11,Maize,2416.85,Delhi,Delhi
2024-02-12,Maize,2448.15,Delhi,Delhi
2024-02-13,Maize,2483.58,Delhi,Delhi
2024-02-14,Maize,2451.45,Delhi,Delhi
2024-02-15,Maize,2486.14,Delhi,Delhi
2024-02-16,Maize,2485.63,Delhi,Delhi
2024-02-17,Maize,2490.22,Delhi,Delhi
2024-02-18,Maize,2504.36,Delhi,Delhi
2024-02-19,Maize,2543.35,Delhi,Delhi
2024-02-20,Maize,2506.8,Delhi,Delhi
2024-02-21,Maize,2508.65,Delhi,Delhi
2024-02-22,Maize,2527.95,Delhi,Delhi
2024-02-23,Maize,2550.32,Delhi,Delhi
2024-02-24,Maize,2570.35,Delhi,Delhi
2024-02-25,Maize,2543.2,Delhi,Delhi
2024-02-26,Maize,2530.18,Delhi,Delhi
2024-02-27,Maize,2522.18,Delhi,Delhi
2024-02-28,Maize,2551.3,Delhi,Delhi
2024-02-29,Maize,2536.5,Delhi,Delhi
2024-03-01,Maize,2516.09,Delhi,Delhi
2024-03-02,Maize,2557.85,Delhi,Delhi
2024-03-03,Maize,2520.23,Delhi,Delhi
2024-03-04,Maize,2565.41,Delhi,Delhi
2024-03-05,Maize,2584.23,Delhi,Delhi
2024-03-06,Maize,2616.12,Delhi,Delhi
2024-03-07,Maize,2602.31,Delhi,Delhi
2024-03-08,Maize,2564.5,Delhi,Delhi
2024-03-09,Maize,2588.48,Delhi,Delhi
2024-03-10,Maize,2620.91,Delhi,Delhi
2024-03-11,Maize,2645.64,Delhi,Delhi
2024-03-12,Maize,2618.42,Delhi,Delhi
2024-03-13,Maize,2644.25,Delhi,Delhi
2024-03-14,Maize,2660.0,Delhi,Delhi
2024-03-15,Maize,2660.0,Delhi,Delhi
2024-03-16,Maize,2660.0,Delhi,Delhi
2024-03-17,Maize,2660.0,Delhi,Delhi
2024-03-18,Maize,2660.0,Delhi,Delhi
2024-03-19,Maize,2627.88,Delhi,Delhi
2024-03-20,Maize,2630.75,Delhi,Delhi
2024-03-21,Maize,2598.03,Delhi,Delhi
2024-03-22,Maize,2594.0,Delhi,Delhi
2024-03-23,Maize,2589.94,Delhi,Delhi
2024-03-24,Maize,2556.73,Delhi,Delhi
2024-03-25,Maize,2547.81,Delhi,Delhi
2024-03-26,Maize,2518.92,Delhi,Delhi
2024-03-27,Maize,2548.32,Delhi,Delhi
2024-03-28,Maize,2589.79,Delhi,Delhi
2024-03-29,Maize,2557.13,Delhi,Delhi
2024-03-30,Maize,2599.37,Delhi,Delhi
2024-03-31,Maize,2605.2,Delhi,Delhi
2024-04-01,Maize,2591.88,Delhi,Delhi
2024-04-02,Maize,2559.58,Delhi,Delhi
2024-04-03,Maize,2563.47,Delhi,Delhi
2024-04-04,Maize,2592.23,Delhi,Delhi
2024-04-05,Maize,2613.83,Delhi,Delhi
2024-04-06,Maize,2578.96,Delhi,Delhi
2024-04-07,Maize,2546.48,Delhi,Delhi
2024-04-08,Maize,2542.13,Delhi,Delhi
2024-04-09,Maize,2528.77,Delhi,Delhi
2024-04-10,Maize,2510.23,Delhi,Delhi
2024-04-11,Maize,2495.86,Delhi,Delhi
2024-04-12,Maize,2524.6,Delhi,Delhi
2024-04-13,Maize,2564.15,Delhi,Delhi
2024-04-14,Maize,2559.96,Delhi,Delhi
2024-04-15,Maize,2598.11,Delhi,Delhi
2024-04-16,Maize,2586.7,Delhi,Delhi
2024-04-17,Maize,2588.57,Delhi,Delhi
2024-04-18,Maize,2569.05,Delhi,Delhi
2024-04-19,Maize,2584.81,Delhi,Delhi
2024-04-20,Maize,2629.55,Delhi,Delhi
2024-04-21,Maize,2642.47,Delhi,Delhi
2024-04-22,Maize,2634.04,Delhi,Delhi
2024-04-23,Maize,2650.84,Delhi,Delhi
2024-04-24,Maize,2621.83,Delhi,Delhi
2024-04-25,Maize,2659.39,Delhi,Delhi
2024-04-26,Maize,2660.0,Delhi,Delhi
2024-04-27,Maize,2659.54,Delhi,Delhi
2024-04-28,Maize,2660.0,Delhi,Delhi
2024-04-29,Maize,2660.0,Delhi,Delhi
2024-04-30,Maize,2626.4,Delhi,Delhi
2024-05-01,Maize,2646.17,Delhi,Delhi
2024-05-02,Maize,2627.6,Delhi,Delhi
2024-05-03,Maize,2650.09,Delhi,Delhi
2024-05-04,Maize,2660.0,Delhi,Delhi
2024-05-05,Maize,2660.0,Delhi,Delhi
2024-05-06,Maize,2660.0,Delhi,Delhi
2024-05-07,Maize,2660.0,Delhi,Delhi
2024-05-08,Maize,2632.64,Delhi,Delhi
2024-05-09,Maize,2660.0,Delhi,Delhi
2024-05-10,Maize,2643.92,Delhi,Delhi
2024-05-11,Maize,2647.6,Delhi,Delhi
2024-05-12,Maize,2632.73,Delhi,Delhi
2024-05-13,Maize,2604.86,Delhi,Delhi
2024-05-14,Maize,2619.91,Delhi,Delhi
2024-05-15,Maize,2585.3,Delhi,Delhi
2024-05-16,Maize,2610.4,Delhi,Delhi
2024-05-17,Maize,2598.6,Delhi,Delhi
2024-05-18,Maize,2559.63,Delhi,Delhi
2024-05-19,Maize,2564.41,Delhi,Delhi
2024-05-20,Maize,2529.91,Delhi,Delhi
2024-05-21,Maize,2515.02,Delhi,Delhi
2024-05-22,Maize,2535.97,Delhi,Delhi
2024-05-23,Maize,2503.17,Delhi,Delhi
2024-05-24,Maize,2534.96,Delhi,Delhi
2024-05-25,Maize,2497.25,Delhi,Delhi
2024-05-26,Maize,2480.14,Delhi,Delhi
2024-05-27,Maize,2503.57,Delhi,Delhi
2024-05-28,Maize,2492.15,Delhi,Delhi
2024-05-29,Maize,2463.15,Delhi,Delhi
2024-05-30,Maize,2455.48,Delhi,Delhi
2024-05-31,Maize,2440.56,Delhi,Delhi
2024-06-01,Maize,2471.82,Delhi,Delhi
2024-06-02,Maize,2460.3,Delhi,Delhi
2024-06-03,Maize,2487.45,Delhi,Delhi
2024-06-04,Maize,2523.35,Delhi,Delhi
2024-06-05,Maize,2521.62,Delhi,Delhi
2024-06-06,Maize,2559.52,Delhi,Delhi
2024-06-07,Maize,2553.0,Delhi,Delhi
2024-06-08,Maize,2595.92,Delhi,Delhi
2024-06-09,Maize,2564.63,Delhi,Delhi
2024-06-10,Maize,2584.31,Delhi,Delhi
2024-06-11,Maize,2587.66,Delhi,Delhi
2024-06-12,Maize,2581.95,Delhi,Delhi
2024-06-13,Maize,2597.13,Delhi,Delhi
2024-06-14,Maize,2618.49,Delhi,Delhi
2024-06-15,Maize,2579.59,Delhi,Delhi
2024-06-16,Maize,2555.11,Delhi,Delhi
2024-06-17,Maize,2576.91,Delhi,Delhi
2024-06-18,Maize,2594.92,Delhi,Delhi
2024-06-19,Maize,2638.72,Delhi,Delhi
2024-06-20,Maize,2660.0,Delhi,Delhi
2024-06-21,Maize,2660.0,Delhi,Delhi
2024-06-22,Maize,2660.0,Delhi,Delhi
2024-06-23,Maize,2646.26,Delhi,Delhi
2024-06-24,Maize,2615.77,Delhi,Delhi
2024-06-25,Maize,2644.02,Delhi,Delhi
2024-06-26,Maize,2660.0,Delhi,Delhi
2024-06-27,Maize,2624.33,Delhi,Delhi
2024-06-28,Maize,2616.15,Delhi,Delhi
2024-06-29,Maize,2659.51,Delhi,Delhi
2024-06-30,Maize,2660.0,Delhi,Delhi
2024-07-01,Maize,2658.08,Delhi,Delhi
2024-07-02,Maize,2658.36,Delhi,Delhi
2024-07-03,Maize,2636.81,Delhi,Delhi
2024-07-04,Maize,2629.34,Delhi,Delhi
2024-07-05,Maize,2621.99,Delhi,Delhi
2024-07-06,Maize,2587.19,Delhi,Delhi
2024-07-07,Maize,2613.91,Delhi,Delhi
2024-07-08,Maize,2610.63,Delhi,Delhi
2024-07-09,Maize,2642.31,Delhi,Delhi
2024-07-10,Maize,2660.0,Delhi,Delhi
2024-07-11,Maize,2638.71,Delhi,Delhi
2024-07-12,Maize,2656.37,Delhi,Delhi
2024-07-13,Maize,2657.92,Delhi,Delhi
2024-07-14,Maize,2660.0,Delhi,Delhi
2024-07-15,Maize,2639.04,Delhi,Delhi
2024-07-16,Maize,2658.48,Delhi,Delhi
2024-07-17,Maize,2660.0,Delhi,Delhi
2024-07-18,Maize,2646.02,Delhi,Delhi
2024-07-19,Maize,2618.26,Delhi,Delhi
2024-07-20,Maize,2635.29,Delhi,Delhi
2024-07-21,Maize,2659.99,Delhi,Delhi
2024-07-22,Maize,2647.8,Delhi,Delhi
2024-07-23,Maize,2660.0,Delhi,Delhi
2024-07-24,Maize,2654.78,Delhi,Delhi
2024-07-25,Maize,2660.0,Delhi,Delhi
2024-07-26,Maize,2637.59,Delhi,Delhi
2024-07-27,Maize,2660.0,Delhi,Delhi
2024-07-28,Maize,2645.33,Delhi,Delhi
2024-07-29,Maize,2637.76,Delhi,Delhi
2024-07-30,Maize,2603.25,Delhi,Delhi
2024-07-31,Maize,2573.78,Delhi,Delhi
2024-08-01,Maize,2578.98,Delhi,Delhi
2024-08-02,Maize,2563.07,Delhi,Delhi
2024-08-03,Maize,2595.29,Delhi,Delhi
2024-08-04,Maize,2557.62,Delhi,Delhi
2024-08-05,Maize,2551.25,Delhi,Delhi
2024-08-06,Maize,2541.39,Delhi,Delhi
2024-08-07,Maize,2504.89,Delhi,Delhi
2024-08-08,Maize,2477.59,Delhi,Delhi
2024-08-09,Maize,2474.25,Delhi,Delhi
2024-08-10,Maize,2477.38,Delhi,Delhi
2024-08-11,Maize,2473.27,Delhi,Delhi
2024-08-12,Maize,2479.51,Delhi,Delhi
2024-08-13,Maize,2491.01,Delhi,Delhi
2024-08-14,Maize,2454.46,Delhi,Delhi
2024-08-15,Maize,2455.23,Delhi,Delhi
2024-08-16,Maize,2496.47,Delhi,Delhi
2024-08-17,Maize,2501.78,Delhi,Delhi
2024-08-18,Maize,2520.19,Delhi,Delhi
2024-08-19,Maize,2508.33,Delhi,Delhi
2024-08-20,Maize,2534.77,Delhi,Delhi
2024-08-21,Maize,2561.4,Delhi,Delhi
2024-08-22,Maize,2567.04,Delhi,Delhi
